Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	macrophageStep
ENSG00000114423	CBLB	 Cbl-b, RNF56,	"Cbl proto-oncogene B"	"Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	868	CBLB	FunctionGene
ENSG00000114439	BBX	 HBP2, HSPC339, MDS001,	"BBX high mobility group box domain containing"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	56987	BBX	TF,LiverMacrophage,KupfferCells
ENSG00000114450	GNB4	 ,	"G protein subunit beta 4"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	59345	GNB4	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000114541	FRMD4B	 GRSP1, KIAA1013,	"FERM domain containing 4B"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	23150	FRMD4B	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000114626	ABTB1	 BPOZ, Btb3, BTBD21, EF1ABP,	"Ankyrin repeat and BTB domain containing 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	80325	ABTB1	LiverMacrophage,KupfferCells
ENSG00000114738	MAPKAPK3	 3pK, MAPKAP3, MK-3, MK3,	"MAPK activated protein kinase 3"	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	7867	MAPKAPK3	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000114779	ABHD14B	 CIB, MGC15429,	"Abhydrolase domain containing 14B"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84836	ABHD14B	LiverMacrophage,KupfferCells
ENSG00000114796	KLHL24	 DRE1, FLJ20059,	"Kelch like family member 24"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	54800	KLHL24	LiverMacrophage,KupfferCells
ENSG00000114812	VIPR1	 HVR1, RDC1, VPAC1, VPAC1R,	"Vasoactive intestinal peptide receptor 1"	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	7433	VIPR1	FunctionGene
ENSG00000114857	NKTR	 p104,	"Natural killer cell triggering receptor"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4820	NKTR	KupfferCells
ENSG00000114861	FOXP1	 12CC4, hFKH1B, HSPC215, QRF1,	"Forkhead box P1"	"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	27086	FOXP1	TF,LiverMacrophage,KupfferCells
ENSG00000114902	SPCS1	 HSPC033, SPC1, SPC12, YJR010C-A,	"Signal peptidase complex subunit 1"	"Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	28972	SPCS1	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000114956	DGUOK	 dGK,	"Deoxyguanosine kinase"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1716	DGUOK	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000115165	CYTIP	 B3-1, CASP, CYBR, CYTHIP, HE, PSCDBP,	"Cytohesin 1 interacting protein"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9595	CYTIP	LiverMacrophage,KupfferCells
ENSG00000115204	MPV17	 SYM1,	"Mitochondrial inner membrane protein MPV17"	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	4358	MPV17	TopGeneInFirstStep
ENSG00000115241	PPM1G	 PP2CG, PP2Cgamma,	"Protein phosphatase, Mg2+/Mn2+ dependent 1G"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5496	PPM1G	LiverMacrophage,KupfferCells
ENSG00000115267	IFIH1	 Hlcd, IDDM19, MDA-5, MDA5,	"Interferon induced with helicase C domain 1"	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	64135	IFIH1	FunctionGene
ENSG00000115271	GCA	 GCL,	Grancalcin	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	25801	GCA	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000115286	NDUFS7	 CI-20, FLJ45860, FLJ46880, PSST,	"NADH:ubiquinone oxidoreductase core subunit S7"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	374291	NDUFS7	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000115307	AUP1	 ,	"AUP1 lipid droplet regulating VLDL assembly factor"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	550	AUP1	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000115310	RTN4	 ASY, KIAA0886, NOGO, NSP-CL,	"Reticulon 4"	"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	57142	RTN4	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000115350	POLE4	 p12,	"DNA polymerase epsilon 4, accessory subunit"	"FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	56655	POLE4	LiverMacrophage,KupfferCells
ENSG00000115355	CCDC88A	 APE, FLJ10392, GIV, GRDN, HkRP1, KIAA1212,	"Coiled-coil domain containing 88A"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	55704	CCDC88A	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000115365	LANCL1	 GPR69A, p40,	"LanC like 1"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10314	LANCL1	FunctionGene
ENSG00000115415	STAT1	 ISGF-3, STAT91,	"Signal transducer and activator of transcription 1"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	6772	STAT1	TopGeneInFirstStep,CancerDExpr,TF,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000115523	GNLY	 D2S69E, LAG-2, LAG2, NKG5, TLA519,	Granulysin	"Predicted intracellular proteins, Predicted secreted proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	10578	GNLY	FunctionGene
ENSG00000115590	IL1R2	 CD121b, IL1RB,	"Interleukin 1 receptor type 2"	"Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	7850	IL1R2	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000115738	ID2	 bHLHb26, GIG8,	"Inhibitor of DNA binding 2"	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	3398	ID2	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000115756	HPCAL1	 BDR1, HLP2, VILIP-3,	"Hippocalcin like 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3241	HPCAL1	LiverMacrophage,KupfferCells
ENSG00000115762	PLEKHB2	 EVT2, FLJ20783,	"Pleckstrin homology domain containing B2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	55041	PLEKHB2	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000115828	QPCT	 GCT, QC,	"Glutaminyl-peptide cyclotransferase"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	25797	QPCT	TopGeneInFirstStep
ENSG00000115919	KYNU	 ,	Kynureninase	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8942	KYNU	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000115935	WIPF1	 WASPIP, WIP,	"WAS/WASL interacting protein family member 1"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	7456	WIPF1	LiverMacrophage,KupfferCells
ENSG00000115956	PLEK	 P47,	Pleckstrin	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5341	PLEK	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000115966	ATF2	 CRE-BP1, CREB2, HB16, TREB7,	"Activating transcription factor 2"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	1386	ATF2	TF
ENSG00000116044	NFE2L2	 NRF2,	"Nuclear factor, erythroid 2 like 2"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4780	NFE2L2	TopGeneInFirstStep,TF,LiverMacrophage,KupfferCells
ENSG00000116133	DHCR24	 DCE, KIAA0018, seladin-1,	"24-dehydrocholesterol reductase"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	1718	DHCR24	LiverMacrophage,KupfferCells
ENSG00000116161	CACYBP	 S100A6BP, SIP,	"Calcyclin binding protein"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	27101	CACYBP	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000116171	SCP2	 ,	"Sterol carrier protein 2"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6342	SCP2	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000116406	EDEM3	 C1orf22,	"ER degradation enhancing alpha-mannosidase like protein 3"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	80267	EDEM3	KupfferCells
ENSG00000116584	ARHGEF2	 GEF-H1, GEFH1, KIAA0651, Lfc, LFP40, P40,	"Rho/Rac guanine nucleotide exchange factor 2"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9181	ARHGEF2	LiverMacrophage
ENSG00000116604	MEF2D	 ,	"Myocyte enhancer factor 2D"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4209	MEF2D	TF,KupfferCells
ENSG00000116679	IVNS1ABP	 ARA3, HSPC068, KIAA0850, KLHL39, ND1, NS-1, NS1-BP,	"Influenza virus NS1A binding protein"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10625	IVNS1ABP	LiverMacrophage,KupfferCells
ENSG00000116701	NCF2	 NOXA2, p67phox,	"Neutrophil cytosolic factor 2"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4688	NCF2	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000116731	PRDM2	 HUMHOXY1, KMT8, KMT8A, MTB-ZF, RIZ, RIZ1, RIZ2,	"PR/SET domain 2"	"Enzymes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7799	PRDM2	TF,LiverMacrophage
ENSG00000116741	RGS2	 G0S8,	"Regulator of G protein signaling 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5997	RGS2	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000116977	LGALS8	 PCTA-1,	"Galectin 8"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3964	LGALS8	LiverMacrophage,KupfferCells
ENSG00000117000	RLF	 Zn-15L, ZNF292L,	"RLF zinc finger"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	6018	RLF	TF
ENSG00000117009	KMO	 ,	"Kynurenine 3-monooxygenase"	"Enzymes, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	8564	KMO	LiverMacrophage
ENSG00000117010	ZNF684	 MGC27466,	"Zinc finger protein 684"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	127396	ZNF684	TF
ENSG00000117036	ETV3	 PE-1,	"ETS variant transcription factor 3"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	2117	ETV3	TF
ENSG00000117054	ACADM	 ACAD1, MCAD, MCADH,	"Acyl-CoA dehydrogenase medium chain"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	34	ACADM	LiverMacrophage
ENSG00000117091	CD48	 BCM1, BLAST, hCD48, mCD48, SLAMF2,	"CD48 molecule"	"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	962	CD48	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000117139	KDM5B	 CT31, JARID1B, PLU-1, PPP1R98, RBBP2H1A,	"Lysine demethylase 5B"	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10765	KDM5B	TF
ENSG00000117228	GBP1	 ,	"Guanylate binding protein 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2633	GBP1	CancerDExpr
ENSG00000117280	RAB29	 RAB7L, RAB7L1,	"RAB29, member RAS oncogene family"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8934	RAB29	LiverMacrophage
ENSG00000117318	ID3	 bHLHb25, HEIR-1,	"Inhibitor of DNA binding 3, HLH protein"	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	3399	ID3	LiverMacrophage,KupfferCells
ENSG00000117335	CD46	 MCP, MGC26544, MIC10, TLX, TRA2.10,	"CD46 molecule"	"Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	4179	CD46	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000117500	TMED5	 CGI-100, p24g2, p24gamma2,	"Transmembrane p24 trafficking protein 5"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	50999	TMED5	LiverMacrophage,KupfferCells
ENSG00000117616	RSRP1	 C1orf63, DJ465N24.2.1,	"Arginine and serine rich protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	57035	RSRP1	LiverMacrophage,KupfferCells
ENSG00000117632	STMN1	 C1orf215, FLJ32206, Lag, LAP18, OP18, PP17, PP19, PR22, SMN,	"Stathmin 1"	"Cancer-related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3925	STMN1	LiverMacrophage,KupfferCells
ENSG00000117676	RPS6KA1	 HU-1, MAPKAPK1, p90Rsk, RSK1,	"Ribosomal protein S6 kinase A1"	"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6195	RPS6KA1	KupfferCells
ENSG00000117899	MESD	 BOCA, KIAA0081, MESDC2,	"Mesoderm development LRP chaperone"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	23184	MESD	LiverMacrophage,KupfferCells
ENSG00000118260	CREB1	 ,	"CAMP responsive element binding protein 1"	"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	1385	CREB1	TF,FunctionGene,LiverMacrophage
ENSG00000118263	KLF7	 UKLF,	"Kruppel like factor 7"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	8609	KLF7	TF,LiverMacrophage
ENSG00000118292	C1orf54	 FLJ23221,	"Chromosome 1 open reading frame 54"	"Predicted secreted proteins"	"Evidence at transcript level"	"Evidence at transcript level"	79630	C1orf54	CancerDExpr,LiverMacrophage
ENSG00000118482	PHF3	 ,	"PHD finger protein 3"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	23469	PHF3	LiverMacrophage,KupfferCells
ENSG00000118495	PLAGL1	 LOT1, ZAC,	"PLAG1 like zinc finger 1"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	5325	PLAGL1	TF
ENSG00000118503	TNFAIP3	 A20, OTUD7C,	"TNF alpha induced protein 3"	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	7128	TNFAIP3	CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
