Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	CD8.T.cellStep	CD4.T.cellStep	macrophageStep
ENSG00000125482	TTF1	 ,	"Transcription termination factor 1"	"Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	7270	TTF1	TF	TF	TF
ENSG00000125611	CHCHD5	 C2orf9, MGC11104, MIC14, MIX14,	"Coiled-coil-helix-coiled-coil-helix domain containing 5"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84269	CHCHD5	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000125734	GPR108	 LUSTR2,	"G protein-coupled receptor 108"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	56927	GPR108	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep
ENSG00000125818	PSMF1	 PI31,	"Proteasome inhibitor subunit 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9491	PSMF1	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000125846	ZNF133	 pHZ-13, pHZ-66, ZNF150,	"Zinc finger protein 133"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7692	ZNF133	TF	TF	TF
ENSG00000125868	DSTN	 ACTDP, ADF,	"Destrin, actin depolymerizing factor"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	11034	DSTN	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000125877	ITPA	 C20orf37, dJ794I6.3, HLC14-06-P,	"Inosine triphosphatase"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3704	ITPA	TopGeneInFirstStep	TopGeneInFirstStep	KupfferCells
ENSG00000125944	HNRNPR	 hnRNP-R, HNRPR,	"Heterogeneous nuclear ribonucleoprotein R"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10236	HNRNPR	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000126246	IGFLR1	 FLJ22573, TMEM149, U2AF1L4,	"IGF like family receptor 1"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	79713	IGFLR1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr
ENSG00000126264	HCST	 DAP10, DKFZP586C1522, KAP10, PIK3AP,	"Hematopoietic cell signal transducer"	"Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	10870	HCST	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000126456	IRF3	 ,	"Interferon regulatory factor 3"	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	3661	IRF3	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TF
ENSG00000126561	STAT5A	 MGF, STAT5,	"Signal transducer and activator of transcription 5A"	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	6776	STAT5A	TF,TcellActVsNaive	TF,TcellActVsNaive	TF
ENSG00000126581	BECN1	 ATG6, VPS30,	"Beclin 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8678	BECN1	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000126709	IFI6	 6-16, FAM14C, G1P3, IFI-6-16, IFI616,	"Interferon alpha inducible protein 6"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	2537	IFI6	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr
ENSG00000126746	ZNF384	 CAGH1A, CIZ, NMP4, NP, TNRC1,	"Zinc finger protein 384"	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	171017	ZNF384	TF	TF	TF
ENSG00000126804	ZBTB1	 KIAA0997, ZNF909,	"Zinc finger and BTB domain containing 1"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	22890	ZBTB1	TF	TF	TF
ENSG00000126860	EVI2A	 EVDA, EVI2,	"Ecotropic viral integration site 2A"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	2123	EVI2A	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000127022	CANX	 CNX, IP90, P90,	Calnexin	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	821	CANX	FunctionGene	FunctionGene	CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000127081	ZNF484	 BA526D8.4, FLJ33884,	"Zinc finger protein 484"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	83744	ZNF484	TF	TF	TF
ENSG00000127314	RAP1B	 DKFZp586H0723, K-REV, RAL1B,	"RAP1B, member of RAS oncogene family"	"Enzymes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at transcript level"	5908	RAP1B	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000127528	KLF2	 LKLF,	"Kruppel like factor 2"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	10365	KLF2	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TF,LiverMacrophage,KupfferCells
ENSG00000127884	ECHS1	 SCEH,	"Enoyl-CoA hydratase, short chain 1"	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1892	ECHS1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000127989	MTERF1	 MTERF,	"Mitochondrial transcription termination factor 1"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	7978	MTERF1	TF	TopGeneInFirstStep,TF	TF
ENSG00000128000	ZNF780B	 ZNF779,	"Zinc finger protein 780B"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	163131	ZNF780B	TF	TF	TF
ENSG00000128016	ZFP36	 G0S24, NUP475, RNF162A, TIS11, TTP,	"ZFP36 ring finger protein"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	7538	ZFP36	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000128228	SDF2L1	 AP000553.C22.4, OTTHUMT00000075032,	"Stromal cell derived factor 2 like 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	23753	SDF2L1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000128294	TPST2	 TANGO13B,	"Tyrosylprotein sulfotransferase 2"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8459	TPST2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000128340	RAC2	 EN-7,	"Rac family small GTPase 2"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	5880	RAC2	TopGeneInFirstStep,CancerDExpr,FunctionGene	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000128394	APOBEC3F	 ARP8, BK150C2.4.MRNA, KA6,	"Apolipoprotein B mRNA editing enzyme catalytic subunit 3F"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	200316	APOBEC3F	FunctionGene	FunctionGene	FunctionGene
ENSG00000128534	LSM8	 YJR022W,	"LSM8 homolog, U6 small nuclear RNA associated"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	51691	LSM8	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000128699	ORMDL1	 ,	"ORMDL sphingolipid biosynthesis regulator 1"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	94101	ORMDL1	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000128739	SNRPN	 HCERN3, PWCR, RT-LI, SM-D, SMN, SNRNP-N, SNURF-SNRPN,	"Small nuclear ribonucleoprotein polypeptide N"	"Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6638	SNRPN	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep
ENSG00000129071	MBD4	 MED1,	"Methyl-CpG binding domain 4, DNA glycosylase"	"Cancer-related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8930	MBD4	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TF
ENSG00000129103	SUMF2	 DKFZp566I1024,	"Sulfatase modifying factor 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	25870	SUMF2	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000129353	SLC44A2	 CTL2,	"Solute carrier family 44 member 2"	"Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	57153	SLC44A2	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage
ENSG00000129355	CDKN2D	 INK4D, p19,	"Cyclin dependent kinase inhibitor 2D"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1032	CDKN2D	TopGeneInFirstStep	TopGeneInFirstStep	KupfferCells
ENSG00000129515	SNX6	 ,	"Sorting nexin 6"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	58533	SNX6	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000129824	RPS4Y1	 MGC119100, MGC5070, RPS4Y, S4,	"Ribosomal protein S4 Y-linked 1"	"Predicted intracellular proteins, Ribosomal proteins"	"Evidence at protein level"	"Evidence at protein level"	6192	RPS4Y1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000130005	GAMT	 PIG2, TP53I2,	"Guanidinoacetate N-methyltransferase"	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	2593	GAMT	TopGeneInFirstStep	TopGeneInFirstStep	KupfferCells
ENSG00000130066	SAT1	 SAT, SSAT,	"Spermidine/spermine N1-acetyltransferase 1"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6303	SAT1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000130303	BST2	 CD317, tetherin,	"Bone marrow stromal cell antigen 2"	"CD markers, Plasma proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	684	BST2	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000130522	JUND	 AP-1,	"JunD proto-oncogene, AP-1 transcription factor subunit"	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	3727	JUND	TF,FunctionGene	TF,FunctionGene	TF,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000130544	ZNF557	 MGC4054,	"Zinc finger protein 557"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	79230	ZNF557	TF	TF	TF
ENSG00000130592	LSP1	 WP34,	"Lymphocyte specific protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4046	LSP1	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000130684	ZNF337	 dJ694B14.1,	"Zinc finger protein 337"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	26152	ZNF337	TF	TF	TF
ENSG00000130748	TMEM160	 FLJ20512,	"Transmembrane protein 160"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	54958	TMEM160	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000130755	GMFG	 ,	"Glia maturation factor gamma"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9535	GMFG	TopGeneInFirstStep,CancerDExpr,FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000130775	THEMIS2	 C1orf38, ICB-1,	"Thymocyte selection associated family member 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9473	THEMIS2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000130803	ZNF317	 ,	"Zinc finger protein 317"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	57693	ZNF317	TF	TF	TF
ENSG00000130818	ZNF426	 MGC2663,	"Zinc finger protein 426"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	79088	ZNF426	TF	TF	TF
ENSG00000130844	ZNF331	 RITA, ZNF361, ZNF463,	"Zinc finger protein 331"	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	55422	ZNF331	CancerDExpr,TF	TF	CancerDExpr,TF,LiverMacrophage,KupfferCells
ENSG00000131115	ZNF227	 ,	"Zinc finger protein 227"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7770	ZNF227	TF	TF	TF
ENSG00000131116	ZNF428	 C19orf37, MGC51082, Zfp428,	"Zinc finger protein 428"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	126299	ZNF428	TF	TF	TF
ENSG00000131196	NFATC1	 NF-ATC, NFAT2, NFATc,	"Nuclear factor of activated T cells 1"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4772	NFATC1	TF,FunctionGene,TcellActVsNaive	TF,FunctionGene	TF,FunctionGene
ENSG00000131323	TRAF3	 CAP-1, CD40bp, CRAF1, LAP1, RNF118,	"TNF receptor associated factor 3"	"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	7187	TRAF3	FunctionGene,TcellActVsNaive	FunctionGene,TcellActVsNaive	FunctionGene
ENSG00000131446	MGAT1	 GLCNAC-TI, GLYT1, GNT-1, GnTI, MGAT,	"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	4245	MGAT1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000131507	NDFIP1	 MGC10924, N4WBP5,	"Nedd4 family interacting protein 1"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	80762	NDFIP1	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr	LiverMacrophage,KupfferCells
ENSG00000131748	STARD3	 es64, MLN64,	"StAR related lipid transfer domain containing 3"	"Cancer-related genes, Metabolic proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	10948	STARD3	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage
ENSG00000131845	ZNF304	 ,	"Zinc finger protein 304"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	57343	ZNF304	TF	TF	TF
ENSG00000131848	ZSCAN5A	 MGC4161, ZNF495, ZSCAN5,	"Zinc finger and SCAN domain containing 5A"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	79149	ZSCAN5A	TF	TF	TF
ENSG00000132109	TRIM21	 RNF81, RO52, SSA1,	"Tripartite motif containing 21"	"Enzymes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6737	TRIM21	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep
ENSG00000132256	TRIM5	 RNF88, TRIM5alpha,	"Tripartite motif containing 5"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	85363	TRIM5	FunctionGene	FunctionGene	FunctionGene
ENSG00000132274	TRIM22	 GPSTAF50, RNF94, STAF50,	"Tripartite motif containing 22"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10346	TRIM22	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000132965	ALOX5AP	 FLAP,	"Arachidonate 5-lipoxygenase activating protein"	"Disease related genes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	241	ALOX5AP	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000133313	CNDP2	 CN2, CPGL, FLJ10830, HsT2298, PEPA,	"Carnosine dipeptidase 2"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	55748	CNDP2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000133316	WDR74	 FLJ10439, Nsa1,	"WD repeat domain 74"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	54663	WDR74	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep
ENSG00000133318	RTN3	 ASYIP, HAP, NSPL2, NSPLII, RTN3-A1,	"Reticulon 3"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	10313	RTN3	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
